URL,A,B,C,D,E,標題,提出日,F,G,提出者,H,I,J,K,L,M,N,O,附加檔名,附加檔說明,附加檔URL,本文檔案位置
http://test.panasonic.com.tw/peph/PEPH4400.asp?CTLLOC=BULLETIN&LOC=XBULET&DOCNO=005372&DOCCRDT=20120407&DOCCRTM=141143&DOCSTATUS=B&DOCERCD=BB0&DOCERNAM=&DOCRELEV=01&DOCATHCD=1&DOCEXPDT=21120407&DOCSBJ=&DOCTOABC=N&DOCTOCTL=20&DOCTOITM=12&DOCCTLID=20&DOCITMID=12&ACTION=viewmail&FROM=,20,12,005372,BULLETIN,XBULET,CLUB%20Panasonic%u6703%u54E1%u4FF1%u6A02%u90E8-%u514D%u8CBB%u62DB%u52DF%u4E2D,20120407,141143,BB0,行銷中心[羊錦邦],04,21120407,N,B,01,PEPH4400,1,01,(iepoch版) CP說明會資料 - 精簡版4頁.ppt,CP%u7CBE%u7C21%u8AAA%u660E%u8CC7%u6599,\\10.90.118.89\file\BULLETIN\XBULET\attach\005372\(iepoch版) CP說明會資料 - 精簡版4頁.ppt,\\10.90.118.89\file\BULLETIN\XBULET\content\005372
http://test.panasonic.com.tw/peph/PEPH4400.asp?CTLLOC=BULLETIN&LOC=XBULET&DOCNO=005375&DOCCRDT=20120409&DOCCRTM=213932&DOCSTATUS=B&DOCERCD=BB0&DOCERNAM=&DOCRELEV=01&DOCATHCD=1&DOCEXPDT=21120409&DOCSBJ=&DOCTOABC=N&DOCTOCTL=20&DOCTOITM=12&DOCCTLID=20&DOCITMID=12&ACTION=viewmail&FROM=,20,12,005375,BULLETIN,XBULET,2012.4.2%u8D77%7E%u5EF6%u9577%u4FDD%u56FA%u5C0D%u8C61%u5546%u54C1%u5927%u5206%u985E,20120409,213932,BB0,行銷中心[羊錦邦],04,21120409,N,B,01,PEPH4400,1,01,2012.4.2起~延長保固對象商品大分類.xls,2012.4.2%u8D77%u5EF6%u9577%u4FDD%u56FA%u5C0D%u8C61%u5546%u54C1%u5927%u5206%u985E,\\10.90.118.89\file\BULLETIN\XBULET\attach\005375\2012.4.2起~延長保固對象商品大分類.xls,\\10.90.118.89\file\BULLETIN\XBULET\content\005375
http://test.panasonic.com.tw/peph/PEPH4400.asp?CTLLOC=BULLETIN&LOC=XBULET&DOCNO=005397&DOCCRDT=20120423&DOCCRTM=171728&DOCSTATUS=B&DOCERCD=BB0&DOCERNAM=&DOCRELEV=01&DOCATHCD=0&DOCEXPDT=21120423&DOCSBJ=&DOCTOABC=N&DOCTOCTL=20&DOCTOITM=12&DOCCTLID=20&DOCITMID=12&ACTION=viewmail&FROM=,20,12,005397,BULLETIN,XBULET,CP%u6703%u54E1%u9650%u5B9A%u6D3B%u52D5%20%7E%u6211%u306E%u9BAE%u9AD4%u9A57%7E%20%u514D%u8CBB%u7F8E%u9E97%u767B%u5834,20120423,171728,BB0,行銷中心[羊錦邦],04,21120423,N,B,01,PEPH4400,0,NULL,NULL,NULL,NULL,\\10.90.118.89\file\BULLETIN\XBULET\content\005397
http://test.panasonic.com.tw/peph/PEPH4400.asp?CTLLOC=BULLETIN&LOC=XBULET&DOCNO=005528&DOCCRDT=20120801&DOCCRTM=172922&DOCSTATUS=B&DOCERCD=980081&DOCERNAM=&DOCRELEV=01&DOCATHCD=1&DOCEXPDT=21120801&DOCSBJ=&DOCTOABC=N&DOCTOCTL=20&DOCTOITM=12&DOCCTLID=20&DOCITMID=12&ACTION=viewmail&FROM=,20,12,005528,BULLETIN,XBULET,%u52DE%u5DE5%u5065%u5EB7%u4FDD%u8B77%u898F%u5247%u8B8A%u66F4%u689D%u6587%u516C%u544A,20120801,172922,980081,洪榮鴻,01,21120801,N,B,01,PEPH4400,1,01,勞工健康保護規則.doc,,\\10.90.118.89\file\BULLETIN\XBULET\attach\005528\勞工健康保護規則.doc,\\10.90.118.89\file\BULLETIN\XBULET\content\005528
http://test.panasonic.com.tw/peph/PEPH4400.asp?CTLLOC=BULLETIN&LOC=XBULET&DOCNO=005576&DOCCRDT=20120921&DOCCRTM=091622&DOCSTATUS=B&DOCERCD=000303&DOCERNAM=&DOCRELEV=01&DOCATHCD=1&DOCEXPDT=21120921&DOCSBJ=&DOCTOABC=N&DOCTOCTL=20&DOCTOITM=12&DOCCTLID=20&DOCITMID=12&ACTION=viewmail&FROM=,20,12,005576,BULLETIN,XBULET,%u5927%u5712%u5EE0%u300E%u516C%u52D9%u8ECA-%u5C0F%u5DF4%u58EB%u300F%u4E58%u8ECA%u7BA1%u7406%u4E8B%u9805%u8AAA%u660E-%u542B%u7533%u8ACB%u55AE,20120921,091622,000303,黃淯益,01,21120921,N,B,01,PEPH4400,1,01,Bus.PDF,%u4E58%u8ECA%u7BA1%u7406%u4E8B%u9805%u8AAA%u660E,\\10.90.118.89\file\BULLETIN\XBULET\attach\005576\Bus.PDF,\\10.90.118.89\file\BULLETIN\XBULET\content\005576
http://test.panasonic.com.tw/peph/PEPH4400.asp?CTLLOC=BULLETIN&LOC=XBULET&DOCNO=005576&DOCCRDT=20120921&DOCCRTM=091622&DOCSTATUS=B&DOCERCD=000303&DOCERNAM=&DOCRELEV=01&DOCATHCD=1&DOCEXPDT=21120921&DOCSBJ=&DOCTOABC=N&DOCTOCTL=20&DOCTOITM=12&DOCCTLID=20&DOCITMID=12&ACTION=viewmail&FROM=,20,12,005576,BULLETIN,XBULET,%u5927%u5712%u5EE0%u300E%u516C%u52D9%u8ECA-%u5C0F%u5DF4%u58EB%u300F%u4E58%u8ECA%u7BA1%u7406%u4E8B%u9805%u8AAA%u660E-%u542B%u7533%u8ACB%u55AE,20120921,091622,000303,黃淯益,01,21120921,N,B,01,PEPH4400,1,02,Application Form.xls,%u4E58%u8ECA%u7533%u8ACB%u8868,\\10.90.118.89\file\BULLETIN\XBULET\attach\005576\Application Form.xls,\\10.90.118.89\file\BULLETIN\XBULET\content\005576
http://test.panasonic.com.tw/peph/PEPH4400.asp?CTLLOC=BULLETIN&LOC=XBULET&DOCNO=005603&DOCCRDT=20121004&DOCCRTM=173301&DOCSTATUS=B&DOCERCD=E90&DOCERNAM=&DOCRELEV=01&DOCATHCD=1&DOCEXPDT=21121004&DOCSBJ=&DOCTOABC=N&DOCTOCTL=20&DOCTOITM=12&DOCCTLID=20&DOCITMID=12&ACTION=viewmail&FROM=,20,12,005603,BULLETIN,XBULET,2013%u5E74%u54E1%u5DE5%u6625%u7BC0%u79AE%u54C1%u767B%u8A18%u4E8B%u9805%u8AAA%u660E,20121004,173301,E90,福委會[黃怡諭],04,21121004,N,B,01,PEPH4400,1,01,2013年員工登記注意事項說明〈公告〉.xls,%u6CE8%u610F%u4E8B%u9805%u8AAA%u660E,\\10.90.118.89\file\BULLETIN\XBULET\attach\005603\2013年員工登記注意事項說明〈公告〉.xls,\\10.90.118.89\file\BULLETIN\XBULET\content\005603
http://test.panasonic.com.tw/peph/PEPH4400.asp?CTLLOC=BULLETIN&LOC=XBULET&DOCNO=005603&DOCCRDT=20121004&DOCCRTM=173301&DOCSTATUS=B&DOCERCD=E90&DOCERNAM=&DOCRELEV=01&DOCATHCD=1&DOCEXPDT=21121004&DOCSBJ=&DOCTOABC=N&DOCTOCTL=20&DOCTOITM=12&DOCCTLID=20&DOCITMID=12&ACTION=viewmail&FROM=,20,12,005603,BULLETIN,XBULET,2013%u5E74%u54E1%u5DE5%u6625%u7BC0%u79AE%u54C1%u767B%u8A18%u4E8B%u9805%u8AAA%u660E,20121004,173301,E90,福委會[黃怡諭],04,21121004,N,B,01,PEPH4400,1,02,2013春節禮品綜合目錄2012.10.4.xls,%u5546%u54C1%u76EE%u9304,\\10.90.118.89\file\BULLETIN\XBULET\attach\005603\2013春節禮品綜合目錄2012.10.4.xls,\\10.90.118.89\file\BULLETIN\XBULET\content\005603
http://test.panasonic.com.tw/peph/PEPH4400.asp?CTLLOC=BULLETIN&LOC=XBULET&DOCNO=005603&DOCCRDT=20121004&DOCCRTM=173301&DOCSTATUS=B&DOCERCD=E90&DOCERNAM=&DOCRELEV=01&DOCATHCD=1&DOCEXPDT=21121004&DOCSBJ=&DOCTOABC=N&DOCTOCTL=20&DOCTOITM=12&DOCCTLID=20&DOCITMID=12&ACTION=viewmail&FROM=,20,12,005603,BULLETIN,XBULET,2013%u5E74%u54E1%u5DE5%u6625%u7BC0%u79AE%u54C1%u767B%u8A18%u4E8B%u9805%u8AAA%u660E,20121004,173301,E90,福委會[黃怡諭],04,21121004,N,B,01,PEPH4400,1,03,商品安裝收費標準書.xls,%u5B89%u88DD%u6536%u8CBB%u6A19%u6E96%u66F8,\\10.90.118.89\file\BULLETIN\XBULET\attach\005603\商品安裝收費標準書.xls,\\10.90.118.89\file\BULLETIN\XBULET\content\005603
http://test.panasonic.com.tw/peph/PEPH4400.asp?CTLLOC=BULLETIN&LOC=XBULET&DOCNO=005603&DOCCRDT=20121004&DOCCRTM=173301&DOCSTATUS=B&DOCERCD=E90&DOCERNAM=&DOCRELEV=01&DOCATHCD=1&DOCEXPDT=21121004&DOCSBJ=&DOCTOABC=N&DOCTOCTL=20&DOCTOITM=12&DOCCTLID=20&DOCITMID=12&ACTION=viewmail&FROM=,20,12,005603,BULLETIN,XBULET,2013%u5E74%u54E1%u5DE5%u6625%u7BC0%u79AE%u54C1%u767B%u8A18%u4E8B%u9805%u8AAA%u660E,20121004,173301,E90,福委會[黃怡諭],04,21121004,N,B,01,PEPH4400,1,04,商品服務委託書.xls,%u5546%u54C1%u670D%u52D9%u59D4%u8A17%u66F8,\\10.90.118.89\file\BULLETIN\XBULET\attach\005603\商品服務委託書.xls,\\10.90.118.89\file\BULLETIN\XBULET\content\005603
http://test.panasonic.com.tw/peph/PEPH4500.asp?CTLLOC=BULLETIN&LOC=XBULET&DOCNO=005606&DOCCRDT=20121005&DOCCRTM=105453&DOCSTATUS=B&DOCERCD=E90&DOCERNAM=&DOCRELEV=01&DOCATHCD=2&DOCEXPDT=21121005&DOCSBJ=&DOCTOABC=N&DOCTOCTL=20&DOCTOITM=12&DOCCTLID=20&DOCITMID=12&ACTION=viewmail&FROM=,20,12,005606,BULLETIN,XBULET,2013%u6625%u7BC0%u79AE%u54C1-%u7B2C24%u9805-%u5FAE%u96FB%u8166%u96FB%u5B50%u934B%u3008%u5546%u54C1%u898F%u683C%u3009%u66F4%u65B0,20121005,105453,E90,福委會[黃怡諭],04,21121005,N,B,01,PEPH4500,2,00,2013春節禮品-第24項-微電腦電子鍋〈規格說明〉.xls,,\\10.90.118.89\file\BULLETIN\XBULET\attach\005606\2013春節禮品-第24項-微電腦電子鍋〈規格說明〉.xls,\\10.90.118.89\file\BULLETIN\XBULET\content\005606
http://test.panasonic.com.tw/peph/PEPH4400.asp?CTLLOC=BULLETIN&LOC=XBULET&DOCNO=005613&DOCCRDT=20121015&DOCCRTM=133153&DOCSTATUS=B&DOCERCD=A05&DOCERNAM=&DOCRELEV=01&DOCATHCD=1&DOCEXPDT=21121015&DOCSBJ=&DOCTOABC=N&DOCTOCTL=20&DOCTOITM=12&DOCCTLID=20&DOCITMID=12&ACTION=viewmail&FROM=,20,12,005613,BULLETIN,XBULET,2012%u5E7410%u6708%u4EFD%20PTW-G%u5E79%u90E8%u5408%u540C%u6703%u8B70%u53EC%u958B%u9023%u7D61,20121015,133153,A05,經營戰略中心[詹彬宏],04,21121015,N,B,01,PEPH4400,1,01,1026Goudou LIST1015.xls,%u806F%u7D61%u55AE%u3001%u5EA7%u4F4D%u8868%u3001%u51FA%u5E2D%u4EBA%u54E1%u540D%u55AE,\\10.90.118.89\file\BULLETIN\XBULET\attach\005613\1026Goudou LIST1015.xls,\\10.90.118.89\file\BULLETIN\XBULET\content\005613
http://test.panasonic.com.tw/peph/PEPH4500.asp?CTLLOC=BULLETIN&LOC=XBULET&DOCNO=005645&DOCCRDT=20121105&DOCCRTM=171050&DOCSTATUS=B&DOCERCD=A22&DOCERNAM=&DOCRELEV=01&DOCATHCD=2&DOCEXPDT=21121105&DOCSBJ=&DOCTOABC=N&DOCTOCTL=20&DOCTOITM=12&DOCCTLID=20&DOCITMID=12&ACTION=viewmail&FROM=,20,12,005645,BULLETIN,XBULET,2013%u5E74%u8CC0%u5E74%u5361%u7533%u8ACB%u8868,20121105,171050,A22,總務部[傅芳瑞],04,21121105,N,B,01,PEPH4500,2,00,2013年賀卡調查表.xls,,\\10.90.118.89\file\BULLETIN\XBULET\attach\005645\2013年賀卡調查表.xls,\\10.90.118.89\file\BULLETIN\XBULET\content\005645
http://test.panasonic.com.tw/peph/PEPH4400.asp?CTLLOC=BULLETIN&LOC=XBULET&DOCNO=005646&DOCCRDT=20121107&DOCCRTM=113419&DOCSTATUS=B&DOCERCD=A06&DOCERNAM=&DOCRELEV=01&DOCATHCD=1&DOCEXPDT=21121107&DOCSBJ=&DOCTOABC=N&DOCTOCTL=20&DOCTOITM=12&DOCCTLID=20&DOCITMID=12&ACTION=viewmail&FROM=,20,12,005646,BULLETIN,XBULET,%u5EE2%u68C4%u6750%u60C5%u5831No.6%u591A%u529F%u80FD%u96FB%u8A71%u7CFB%u7D71,20121107,113419,A06,CB推進中心[蘇鎮鏡],04,21121107,N,B,01,PEPH4400,1,01,haikigoods_form_KX-TS600MX.pdf,,\\10.90.118.89\file\BULLETIN\XBULET\attach\005646\haikigoods_form_KX-TS600MX.pdf,\\10.90.118.89\file\BULLETIN\XBULET\content\005646
http://test.panasonic.com.tw/peph/PEPH4400.asp?CTLLOC=BULLETIN&LOC=XBULET&DOCNO=005657&DOCCRDT=20121114&DOCCRTM=094411&DOCSTATUS=B&DOCERCD=A31&DOCERNAM=&DOCRELEV=01&DOCATHCD=1&DOCEXPDT=21121114&DOCSBJ=&DOCTOABC=N&DOCTOCTL=20&DOCTOITM=12&DOCCTLID=20&DOCITMID=12&ACTION=viewmail&FROM=,20,12,005657,BULLETIN,XBULET,Office2K3%u53CAWindowsXP%u505C%u6B62%u652F%u63F4%u901A%u77E5,20121114,094411,A31,資訊系統中心[陳俊傑],04,21121114,N,B,01,PEPH4400,1,01,軟體更新需求統計.xls,%u8EDF%u9AD4%u66F4%u65B0%u9700%u6C42%u7D71%u8A08,\\10.90.118.89\file\BULLETIN\XBULET\attach\005657\軟體更新需求統計.xls,\\10.90.118.89\file\BULLETIN\XBULET\content\005657
http://test.panasonic.com.tw/peph/PEPH4400.asp?CTLLOC=BULLETIN&LOC=XBULET&DOCNO=005685&DOCCRDT=20121213&DOCCRTM=200606&DOCSTATUS=B&DOCERCD=BB0&DOCERNAM=&DOCRELEV=01&DOCATHCD=0&DOCEXPDT=21121213&DOCSBJ=&DOCTOABC=N&DOCTOCTL=20&DOCTOITM=12&DOCCTLID=20&DOCITMID=12&ACTION=viewmail&FROM=,20,12,005685,BULLETIN,XBULET,CP%u6703%u54E1%20-%20%u9996%u90E8%u507D%u96FB%u5F71%u9810%u544A%u300C%u611B%u60C5%u516C%u5F0F%u300D%u597D%u8A55%u4E0A%u6620%u4E2D,20121213,200606,BB0,行銷中心[羊錦邦],04,21121213,N,B,01,PEPH4400,0,NULL,NULL,NULL,NULL,\\10.90.118.89\file\BULLETIN\XBULET\content\005685
http://test.panasonic.com.tw/peph/PEPH4400.asp?CTLLOC=BULLETIN&LOC=XBULET&DOCNO=005731&DOCCRDT=20130107&DOCCRTM=153606&DOCSTATUS=B&DOCERCD=A22&DOCERNAM=&DOCRELEV=01&DOCATHCD=0&DOCEXPDT=21130107&DOCSBJ=&DOCTOABC=N&DOCTOCTL=20&DOCTOITM=12&DOCCTLID=20&DOCITMID=12&ACTION=viewmail&FROM=,20,12,005731,BULLETIN,XBULET,TV%u6703%u8B70%u5BA4IP%u8B8A%u66F4,20130107,153606,A22,總務部[傅芳瑞],04,21130107,N,B,01,PEPH4400,0,NULL,NULL,NULL,NULL,\\10.90.118.89\file\BULLETIN\XBULET\content\005731
http://test.panasonic.com.tw/peph/PEPH4500.asp?CTLLOC=BULLETIN&LOC=XBULET&DOCNO=005744&DOCCRDT=20130116&DOCCRTM=153856&DOCSTATUS=B&DOCERCD=800724&DOCERNAM=&DOCRELEV=01&DOCATHCD=2&DOCEXPDT=21130116&DOCSBJ=&DOCTOABC=N&DOCTOCTL=20&DOCTOITM=12&DOCCTLID=20&DOCITMID=12&ACTION=viewmail&FROM=,20,12,005744,BULLETIN,XBULET,2013%u5E74%u5EA6%u54E1%u5DE5%u590F%u5B63%u5236%u670D%u767C%u653E%u8ABF%u67E5,20130116,153856,800724,任海成,06,21130116,N,B,01,PEPH4500,2,00,Summer waer.pdf,,\\10.90.118.89\file\BULLETIN\XBULET\attach\005744\Summer waer.pdf,\\10.90.118.89\file\BULLETIN\XBULET\content\005744
http://test.panasonic.com.tw/peph/PEPH4500.asp?CTLLOC=BULLETIN&LOC=XBULET&DOCNO=005753&DOCCRDT=20130123&DOCCRTM=110743&DOCSTATUS=B&DOCERCD=850162&DOCERNAM=&DOCRELEV=01&DOCATHCD=2&DOCEXPDT=21130123&DOCSBJ=&DOCTOABC=N&DOCTOCTL=20&DOCTOITM=12&DOCCTLID=20&DOCITMID=12&ACTION=viewmail&FROM=,20,12,005753,BULLETIN,XBULET,%u6D25%u8CC0%u793E%u9577%u57282013%u5E74CES%u767C%u8868%u958B%u5E55%u6F14%u8B1B%28%u4E2D%u6587%u5B57%u5E55%u65B0%u5B8C%u6210%29,20130123,110743,850162,張敦治,01,21130123,N,B,01,PEPH4500,2,00,津賀社長在2013年CES發表開幕演講.pdf,,\\10.90.118.89\file\BULLETIN\XBULET\attach\005753\津賀社長在2013年CES發表開幕演講.pdf,\\10.90.118.89\file\BULLETIN\XBULET\content\005753
http://test.panasonic.com.tw/peph/PEPH4500.asp?CTLLOC=BULLETIN&LOC=XBULET&DOCNO=005765&DOCCRDT=20130204&DOCCRTM=120851&DOCSTATUS=B&DOCERCD=A22&DOCERNAM=&DOCRELEV=01&DOCATHCD=2&DOCEXPDT=21130204&DOCSBJ=&DOCTOABC=N&DOCTOCTL=20&DOCTOITM=12&DOCCTLID=20&DOCITMID=12&ACTION=viewmail&FROM=,20,12,005765,BULLETIN,XBULET,2013%u5E74%u5E74%u7BC0%u76F8%u95DC%u884C%u4E8B,20130204,120851,A22,總務部[傅芳瑞],04,21130204,N,B,01,PEPH4500,2,00,102年年節相關行事.xls,,\\10.90.118.89\file\BULLETIN\XBULET\attach\005765\102年年節相關行事.xls,\\10.90.118.89\file\BULLETIN\XBULET\content\005765
